pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,9/20/20,79.8,-0.59,6.24,Ryan Pressly,444482,519151,null,ball,,,,,1,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,1,-1.1,-0.78,3.65,null,null,null,2,9,Top,null,null,,,572863,,null,-2.260189929,-116.0391317,3.205959877,9.400594272,24.56631589,-43.15454366,3.59,1.61,null,null,null,78.7,3170,5.9,631424,519151,572863,493329,514888,608324,621043,663656,664702,543807,54.65,null,null,null,null,null,null,null,68,1,Curveball,3,2,2,3,2,3,2,3,Standard,Standard
CU,9/20/20,82.2,-0.45,6.24,Ryan Pressly,500871,519151,null,foul,,,,,14,null,R,L,R,HOU,ARI,S,null,null,0,2,2020,1.1,-1.2,1.01,1.01,null,null,null,1,9,Top,null,null,,,572863,,null,1.142417512,-119.6785524,-2.942848089,10.2323642,27.10194073,-42.86051114,3.12,1.47,null,null,null,81.2,3222,6,631424,519151,572863,493329,514888,608324,621043,663656,664702,543807,54.51,null,null,null,null,null,null,null,67,3,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/20/20,80.8,-0.59,6.22,Ryan Pressly,500871,519151,null,called_strike,,,,,4,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1,-1.1,-0.77,2.26,null,null,null,1,9,Top,null,null,,,572863,,null,-2.364944793,-117.568978,2.84964E-05,10.03543737,25.39702345,-42.47294118,3.04,1.5,null,null,null,79.8,3127,5.9,631424,519151,572863,493329,514888,608324,621043,663656,664702,543807,54.56,null,null,null,null,null,null,null,67,1,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/20/20,79.2,-0.83,6.25,Ryan Pressly,594777,519151,null,ball,,,,,11,null,R,L,R,HOU,ARI,B,null,null,2,1,2020,1.2,-1.2,-1.74,4.82,null,null,null,0,9,Top,null,null,,,572863,,null,-4.235900175,-114.9628149,5.85767733,11.75692731,24.28660881,-43.92900733,2.99,1.4,null,null,null,77.6,3078,5.6,631424,519151,572863,493329,514888,608324,621043,663656,664702,543807,54.9,null,null,null,null,null,null,null,66,4,Curveball,3,2,2,3,2,3,2,3,Infield shift,Strategic
CU,9/20/20,80.7,-0.76,6.23,Ryan Pressly,594777,519151,null,swinging_strike,,,,,14,null,R,L,R,HOU,ARI,S,null,null,2,0,2020,0.9,-1.3,0,1.32,null,null,null,0,9,Top,null,null,,,572863,,null,-0.077940797,-117.4194846,-1.594449289,8.454155615,27.21653002,-44.09103988,3.13,1.48,null,null,null,79.5,3324,6,631424,519151,572863,493329,514888,608324,621043,663656,664702,543807,54.51,null,null,null,null,null,null,null,66,3,Curveball,3,2,2,3,2,3,2,3,Infield shift,Strategic
CU,9/20/20,77.1,-1.07,6.31,Jose Urquidy,500871,664353,null,called_strike,,,,,8,null,R,L,R,HOU,ARI,S,null,null,1,1,2020,1,-1.2,-0.27,1.65,null,null,594777,2,6,Top,null,null,,,572863,,null,-0.15555929,-112.2421256,-0.671060922,8.579965226,22.61959645,-42.48607513,3.52,1.67,null,null,null,76.3,2613,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.59,null,null,null,null,null,null,null,41,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,77.4,-1.14,6.24,Jose Urquidy,594777,664353,single,hit_into_play_no_out,,,,,13,"Kole Calhoun singles on a ground ball to shortstop Carlos Correa, deflected by pitcher Jose Urquidy.  ",R,L,R,HOU,ARI,X,1,ground_ball,1,2,2020,0.9,-1.5,-1.08,1.4,null,null,null,2,6,Top,129.5,165.7,,,572863,,null,-1.513944704,-112.5448336,-0.411072232,7.902755688,25.12571261,-45.27426542,3.13,1.49,4,76.4,-20,76.1,2671,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.6,0.057,0.051,0.9,1,1,0,2,40,4,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,75.5,-1.35,6,Jose Urquidy,594777,664353,null,called_strike,,,,,1,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1.1,-1.3,-0.55,2.82,null,null,null,2,6,Top,null,null,,,572863,,null,-0.345515037,-109.7068796,2.974779524,9.033308417,23.10374946,-43.62514851,2.96,1.38,null,null,null,74.2,2607,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.63,null,null,null,null,null,null,null,40,1,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic
CU,9/20/20,75.1,-1.31,6.25,Jose Urquidy,656976,664353,null,called_strike,,,,,4,null,R,L,R,HOU,ARI,S,null,null,1,1,2020,1,-1.3,-0.54,2.58,null,null,null,0,6,Top,null,null,,,572863,,null,-0.161343581,-109.3447054,1.856507277,7.909534044,21.70646914,-42.91680818,3.36,1.65,null,null,null,74.1,2543,5.8,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.71,null,null,null,null,null,null,null,38,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,77.1,-1.37,6.16,Jose Urquidy,668942,664353,field_out,hit_into_play,,,,,5,"Josh Rojas grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ",R,L,R,HOU,ARI,X,5,ground_ball,1,2,2020,0.9,-1.5,-0.23,2.64,null,null,null,2,5,Top,110.86,148.39,,,572863,,null,0.865764819,-112.1268345,2.235592894,7.016937535,23.05707025,-45.18848509,3.39,1.6,5,86.5,-27,76,2641,5.8,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.69,0.057,0.051,0,1,0,0,2,34,4,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,76.5,-1.37,6.16,Jose Urquidy,662139,664353,null,foul,,,,,12,null,R,L,R,HOU,ARI,S,null,null,0,2,2020,1.1,-1.3,1.06,2.41,null,null,null,0,5,Top,null,null,,,572863,,null,3.190591533,-111.3248405,1.487693197,8.141358307,22.88010991,-43.19293127,3.01,1.41,12,78.6,-14,75.6,2582,6,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.52,null,null,null,null,null,null,null,32,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,74.8,-1.3,6.24,Jose Urquidy,662139,664353,null,called_strike,,,,,2,null,R,L,R,HOU,ARI,S,null,null,0,1,2020,1,-1.3,0.02,3.01,null,null,null,0,5,Top,null,null,,,572863,,null,0.925706496,-108.8389369,2.892342496,7.774486388,21.83011582,-43.2039096,3.13,1.42,null,null,null,74,2594,6,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.5,null,null,null,null,null,null,null,32,2,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/20/20,74.7,-1.2,6.25,Jose Urquidy,444482,664353,null,called_strike,,,,,6,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1.1,-1.3,0.36,2.92,572233,null,null,2,4,Top,null,null,,,572863,,null,1.275845706,-108.5581135,2.814346909,8.260463907,23.18137348,-43.39842268,3.59,1.72,null,null,null,73.3,2568,5.8,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.66,null,null,null,null,null,null,null,27,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
CU,9/20/20,77.4,-1.15,6.12,Jose Urquidy,500871,664353,null,foul,,,,,14,null,R,L,R,HOU,ARI,S,null,null,1,2,2020,1.1,-1.2,1.38,1.59,656976,572233,594777,0,4,Top,null,null,,,572863,,null,3.416282537,-112.5738454,-0.457780292,8.240827297,23.73741667,-42.27043716,3.12,1.47,6,15.9,-7,76.4,2506,6,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.55,null,null,null,null,null,null,null,26,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,9/20/20,72.6,-1.37,6.08,Jose Urquidy,668942,664353,null,called_strike,,,,,12,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1,-1.4,1,2.69,null,null,null,2,3,Top,null,null,,,572863,,null,2.970557843,-105.4845743,3.16364006,6.998745679,21.25628864,-43.44810263,3.39,1.55,null,null,null,71.7,2408,6.1,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.41,null,null,null,null,null,null,null,18,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/20/20,77.8,-1.38,6.08,Jose Urquidy,662139,664353,null,ball,,,,,11,null,R,L,R,HOU,ARI,B,null,null,0,1,2020,0.9,-1.2,-0.91,3.77,null,null,null,0,3,Top,null,null,,,572863,,null,-0.665763178,-113.1332435,4.119777344,7.969669032,21.75162928,-43.2234142,3.01,1.24,null,null,null,77.1,2413,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.57,null,null,null,null,null,null,null,16,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/20/20,77.3,-1.55,6.13,Jose Urquidy,500871,664353,single,hit_into_play_no_out,,,,,8,Eduardo Escobar singles on a ground ball to second baseman Jose Altuve.  ,R,L,R,HOU,ARI,X,4,ground_ball,2,1,2020,0.9,-1.3,0.15,1.69,null,null,null,1,2,Top,145.8,153.85,,,572863,,null,1.986305341,-112.466195,-0.075004476,7.026049951,22.47010114,-43.4399771,3.12,1.47,76,99.2,3,76.4,2553,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.59,0.5,0.45,0.9,1,1,0,4,10,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/20/20,75.9,-1.51,6.08,Jose Urquidy,594777,664353,null,called_strike,,,,,2,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,0.8,-1.2,-0.23,2.46,null,null,null,0,2,Top,null,null,,,572863,,null,1.201933903,-110.4197951,1.726647605,6.33369829,21.76977925,-42.55728774,2.92,1.41,null,null,null,75,2430,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.62,null,null,null,null,null,null,null,9,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic
CU,9/20/20,77.3,-1.41,6.08,Jose Urquidy,656976,664353,null,ball,,,,,13,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,1,-1.3,-0.09,1.19,null,null,668942,0,1,Top,null,null,,,572863,,null,1.021884225,-112.5148132,-0.960574557,8.037095512,23.71874791,-43.35104198,3.34,1.6,null,null,null,76.3,2564,5.9,631424,664353,572863,493329,514888,608324,621043,663656,664702,543807,54.58,null,null,null,null,null,null,null,2,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/19/20,80.7,-0.49,6.16,Ryan Pressly,656976,519151,null,foul,,,,,6,null,R,L,R,HOU,ARI,S,null,null,0,2,2020,1.3,-1,0.65,2.23,null,null,null,2,9,Top,null,null,,,455117,,null,-0.019521811,-117.3536864,-0.03762842,12.20302797,27.04304269,-41.48826855,3.47,1.59,12,79.6,-12,79.7,3132,6.1,631437,519151,455117,649557,514888,608324,621043,488726,543807,663656,54.37,null,null,null,null,null,null,null,65,3,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/19/20,81,-0.57,6.14,Ryan Pressly,656976,519151,null,called_strike,,,,,7,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1.3,-1.4,-0.37,2.22,null,null,null,2,9,Top,null,null,,,455117,,null,-2.018704736,-117.8204043,0.663921057,12.29005381,26.05366876,-45.49328745,3.41,1.73,null,null,null,79.9,3172,5.9,631437,519151,455117,649557,514888,608324,621043,488726,543807,663656,54.6,null,null,null,null,null,null,null,65,1,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/19/20,80.3,-0.72,6.17,Ryan Pressly,444482,519151,null,called_strike,,,,,5,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,1.3,-1.3,0,2.89,null,null,null,1,9,Top,null,null,,,455117,,null,-0.843500468,-116.8086571,1.897182094,11.90625666,24.68770017,-44.25830994,3.59,1.63,null,null,null,79.3,3095,5.9,631437,519151,455117,649557,514888,608324,621043,488726,543807,663656,54.62,null,null,null,null,null,null,null,64,1,Curveball,3,2,2,3,2,3,2,3,Standard,Standard
CU,9/19/20,79.5,2.75,5.88,Brooks Raley,642165,548384,null,ball,,,,,11,null,R,L,L,HOU,ARI,B,null,null,2,2,2020,-1.4,-0.1,-1.44,2.44,null,null,null,1,8,Top,null,null,,,455117,,null,-6.579149363,-115.5515945,-0.52815633,-10.91894634,22.7836142,-33.2615996,3.32,1.52,null,null,null,79,3000,6.1,631437,548384,455117,649557,514888,608324,621043,488726,543807,663656,54.39,null,null,null,null,null,null,null,56,6,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/19/20,82.8,-1.69,5.9,Josh James,445055,657624,null,ball,,,,,14,null,R,L,R,HOU,ARI,B,null,null,1,2,2020,0.6,-1.1,1.46,1.54,null,656976,621500,1,7,Top,null,null,,,455117,,null,6.021933644,-120.4675533,-1.154401407,4.71603048,25.78404593,-43.22059668,3.5,1.63,null,null,null,82.9,2859,6.6,631437,657624,455117,649557,514888,608324,621043,488726,543807,663656,53.91,null,null,null,null,null,null,null,51,4,Curveball,3,2,2,3,2,3,2,3,Standard,Strategic
CU,9/19/20,82.9,-1.65,5.95,Josh James,444482,657624,null,ball,,,,,14,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,0.1,-1.2,0.57,-0.32,null,null,null,0,7,Top,null,null,,,455117,,null,4.874010973,-120.5131696,-5.39878829,-0.022331862,25.90772405,-43.00457841,3.59,1.6,null,null,null,82.9,2604,6.6,631437,657624,455117,649557,514888,608324,621043,488726,543807,663656,53.9,null,null,null,null,null,null,null,48,1,Curveball,3,2,2,3,2,3,2,3,Infield shift,Standard
CU,9/19/20,83.7,-1.67,5.5,Enoli Paredes,500871,660600,field_out,hit_into_play,,,,,14,Eduardo Escobar grounds out to first baseman Aledmys Diaz.  ,R,L,R,HOU,ARI,X,3,ground_ball,0,0,2020,1.1,-0.5,0.26,0.91,null,null,null,2,6,Top,168.28,161.05,,,455117,,null,2.298111983,-121.8733185,-3.129636244,10.31505997,25.99999022,-36.72423535,3.12,1.47,4,79.1,-23,83.2,3001,6.1,631437,660600,455117,649557,514888,608324,621043,488726,543807,663656,54.36,0.071,0.064,0,1,0,0,2,41,1,Curveball,1,2,2,1,2,1,2,1,Infield shift,Standard
CU,9/19/20,77.9,-1.49,5.6,Enoli Paredes,594777,660600,null,called_strike,,,,,4,null,R,L,R,HOU,ARI,S,null,null,1,0,2020,1.4,-0.4,-0.39,2.28,null,null,null,1,6,Top,null,null,,,455117,,null,-0.113821939,-113.3560964,0.620612788,11.58909923,23.62179553,-36.02416565,2.95,1.29,null,null,null,77.2,2800,6.1,631437,660600,455117,649557,514888,608324,621043,488726,543807,663656,54.37,null,null,null,null,null,null,null,40,2,Curveball,1,2,2,1,2,1,2,1,Infield shift,Strategic
CU,9/19/20,79.7,-1.55,5.61,Enoli Paredes,594777,660600,null,ball,,,,,11,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,1.2,-1,-1.63,2.5,null,null,null,1,6,Top,null,null,,,455117,,null,-2.359000425,-115.9531588,1.822517628,10.92013442,24.83131702,-41.4496759,2.98,1.39,null,null,null,79.1,2991,6.2,631437,660600,455117,649557,514888,608324,621043,488726,543807,663656,54.29,null,null,null,null,null,null,null,40,1,Curveball,1,2,2,1,2,1,2,1,Infield shift,Standard
CU,9/19/20,80,-1.58,5.55,Enoli Paredes,668942,660600,field_out,hit_into_play,,,,,8,"Josh Rojas grounds out, second baseman Jose Altuve to first baseman Aledmys Diaz.  ",R,L,R,HOU,ARI,X,4,ground_ball,1,2,2020,1.2,-0.6,0.06,2.03,null,null,null,0,6,Top,142.95,160.11,,,455117,,null,1.397549428,-116.4364899,0.223477015,10.39279887,23.86266577,-38.32593612,3.39,1.6,13,79.5,-9,79.5,2758,6.1,631437,660600,455117,649557,514888,608324,621043,488726,543807,663656,54.37,0.129,0.116,0,1,0,0,2,39,5,Curveball,1,2,2,1,2,1,2,1,Infield shift,Standard
CU,9/19/20,75.6,-1.15,5.49,Cristian Javier,621500,664299,null,foul,,,,,14,null,R,R,R,HOU,ARI,S,null,null,2,2,2020,1.1,-0.5,0.84,1.9,null,null,null,2,4,Top,null,null,,,455117,,null,2.260428989,-110.0530632,0.653291566,8.044393297,21.57699902,-36.92670556,3.37,1.53,null,null,null,75.2,2723,6.2,631437,664299,455117,649557,514888,608324,621043,488726,543807,663656,54.3,null,null,null,null,null,null,null,29,6,Curveball,1,2,2,1,2,1,2,1,Standard,Standard
CU,9/19/20,76.4,-1.51,5.51,Cristian Javier,500871,664299,strikeout,called_strike,,,,,1,Eduardo Escobar called out on strikes.  ,R,L,R,HOU,ARI,S,2,null,1,2,2020,0.9,-0.5,-0.69,2.59,null,null,594777,2,3,Top,null,null,,,455117,,null,0.123124736,-111.1522489,1.903048212,7.361103387,21.54471294,-37.24968996,3,1.29,null,null,null,75.8,2812,6.1,631437,664299,455117,649557,514888,608324,621043,488726,543807,663656,54.44,null,null,0,1,0,0,null,21,4,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/19/20,74.1,-1.52,5.58,Cristian Javier,662139,664299,null,ball,,,,,11,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,1,-0.7,-1.33,2.36,null,null,null,0,3,Top,null,null,,,455117,,null,-1.352506257,-107.8416011,1.814204152,8.04188219,18.81849723,-37.96685398,3.06,1.19,null,null,null,73.5,2658,5.9,631437,664299,455117,649557,514888,608324,621043,488726,543807,663656,54.64,null,null,null,null,null,null,null,17,1,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,9/18/20,76.5,-1.35,5.87,Luis Garcia,444482,677651,null,called_strike,,,,,6,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,0.8,-0.8,0.74,2.58,null,null,null,2,6,Top,null,null,,,455117,,null,2.905548666,-111.3381534,1.56545233,6.292275656,21.56289061,-39.36505205,3.43,1.62,null,null,null,76.1,2139,6.1,631436,677651,455117,493329,514888,608324,621043,488726,543807,502210,54.35,null,null,null,null,null,null,null,45,1,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
CU,9/18/20,69.6,-0.74,6.44,Zack Greinke,642165,425844,strikeout,swinging_strike_blocked,,,,,14,Josh VanMeter strikes out swinging.  ,R,L,R,HOU,ARI,S,2,null,2,2,2020,1,-1.1,0.75,0.87,null,null,668942,2,5,Top,null,null,,,455117,,null,1.238372004,-101.3559203,-1.092307777,6.470487309,19.41619051,-39.53107137,3.32,1.56,null,null,null,68.8,2412,6,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.47,null,null,0,1,0,0,null,38,7,Curveball,2,3,3,2,3,2,3,2,Infield shift,Standard
CU,9/18/20,73.3,-0.93,6.3,Zack Greinke,608348,425844,strikeout,foul_tip,,,,,9,Carson Kelly strikes out on a foul tip.  ,R,R,R,HOU,ARI,S,2,null,3,2,2020,1.2,-0.7,0.54,1.98,null,null,null,1,5,Top,null,null,,,455117,,null,0.954199779,-106.6904967,-0.220368577,8.648742373,19.71989894,-37.41229544,3.32,1.58,null,null,null,72.6,2554,5.9,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.57,null,null,0,1,0,0,null,36,6,Curveball,2,3,3,2,3,2,3,2,Infield shift,Standard
CU,9/18/20,73.9,-1.05,6.3,Zack Greinke,662139,425844,null,foul,,,,,8,null,R,L,R,HOU,ARI,S,null,null,0,0,2020,0.9,-1,0.25,1.61,null,null,null,0,5,Top,null,null,,,455117,,null,1.114061348,-107.5471928,-0.492948726,6.545721612,20.85867113,-39.83298788,3.01,1.41,8,96.1,-17,73,2462,5.9,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.63,null,null,null,null,null,null,null,35,1,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
CU,9/18/20,69.9,-0.9,6.26,Zack Greinke,444482,425844,null,ball,,,,,14,null,R,L,R,HOU,ARI,B,null,null,0,0,2020,1,-1.1,0.22,0.62,null,null,null,0,4,Top,null,null,,,455117,,null,0.50011855,-101.823254,-1.354942337,6.809788599,18.85706202,-39.487802,3.41,1.62,null,null,null,69.1,2403,5.9,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.6,null,null,null,null,null,null,null,29,1,Curveball,2,3,3,2,3,2,3,2,Standard,Standard
CU,9/18/20,70.5,-0.92,6.32,Zack Greinke,594777,425844,null,called_strike,,,,,2,null,R,L,R,HOU,ARI,S,null,null,2,0,2020,1,-0.9,-0.15,2.56,null,642165,572233,0,4,Top,null,null,,,455117,,null,-0.142421669,-102.5944171,1.90593492,6.918224075,18.89739505,-39.25141269,2.71,1.49,null,null,null,69.7,2339,5.9,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.59,null,null,null,null,null,null,null,28,3,Curveball,2,0,0,2,0,2,0,2,Standard,Standard
CU,9/18/20,72.1,-0.82,6.26,Zack Greinke,605113,425844,field_out,hit_into_play,,,,,9,"Nick Ahmed grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ",R,R,R,HOU,ARI,X,5,ground_ball,3,2,2020,1,-1,0.53,1.8,null,null,null,1,2,Top,84.25,159.18,,,455117,,null,0.993018672,-104.9796394,0.450301713,7.001231277,20.86543851,-40.00538569,3.61,1.77,13,88.4,-10,71.2,2477,6,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.54,0.179,0.164,0,1,0,0,2,12,8,Curveball,1,0,0,1,0,1,0,1,Infield shift,Standard
CU,9/18/20,70.9,-0.88,6.33,Zack Greinke,444482,425844,null,called_strike,,,,,5,null,R,L,R,HOU,ARI,S,null,null,1,0,2020,0.7,-1.1,-0.18,2.52,null,null,null,0,2,Top,null,null,,,455117,,null,0.245380478,-103.1752668,2.05671771,4.684587046,19.01863557,-40.82667975,3.27,1.62,null,null,null,70,2420,5.8,631436,425844,455117,493329,514888,608324,621043,488726,543807,502210,54.68,null,null,null,null,null,null,null,11,2,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
CU,9/17/20,82.6,-1.53,5.95,Josh James,669256,657624,strikeout,swinging_strike,,,,,14,Nick Solak strikes out swinging.  ,R,R,R,HOU,TEX,S,2,null,1,2,2020,0.3,-1.4,0.77,1.18,null,null,null,2,8,Top,null,null,,,455117,,null,4.641665889,-120.2179562,-1.569346716,1.93615096,25.78578516,-45.46710292,3.34,1.56,null,null,null,82.4,2673,6.4,631435,657624,455117,493329,514888,608324,621043,663656,543807,502210,54.11,null,null,0,1,0,0,null,56,4,Curveball,2,1,1,2,1,2,1,2,Standard,Strategic
CU,9/17/20,80.7,-1.79,6.03,Josh James,660731,657624,null,ball,,,,,11,null,R,L,R,HOU,TEX,B,null,null,0,0,2020,0.4,-1.2,-1.1,3.09,null,665947,null,1,7,Top,null,null,,,455117,,null,0.716803255,-117.4875783,2.383883319,3.770757187,24.07934801,-43.67745414,3.35,1.61,null,null,null,80.3,2487,6.2,631435,657624,455117,493329,514888,608324,621043,663656,543807,502210,54.3,null,null,null,null,null,null,null,47,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard
CU,9/17/20,81.8,1.5,5.8,Framber Valdez,596059,664285,strikeout,swinging_strike_blocked,,,,,13,"Rougned Odor strikes out swinging, catcher Martin Maldonado to first baseman Yuli Gurriel.  ",R,L,L,HOU,TEX,S,2,null,3,2,2020,-1.4,-0.7,-1.17,0.26,null,null,null,0,7,Top,null,null,,,455117,,null,-3.260918685,-119.031155,-4.420534309,-12.6438269,25.87494097,-38.18732718,3.03,1.39,null,null,null,80.8,3184,5.9,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.56,null,null,0,1,0,0,null,45,7,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,9/17/20,78.5,1.7,5.78,Framber Valdez,596059,664285,null,foul,,,,,6,null,R,L,L,HOU,TEX,S,null,null,3,2,2020,-1.1,-1.3,0.61,2.43,null,null,null,0,7,Top,null,null,,,455117,,null,-0.270683465,-114.1793664,1.967529643,-9.668965537,23.63505645,-43.67835246,3.03,1.39,null,null,null,77.5,2985,5.9,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.64,null,null,null,null,null,null,null,45,6,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,9/17/20,79.7,1.78,5.72,Framber Valdez,596059,664285,null,ball,,,,,13,null,R,L,L,HOU,TEX,B,null,null,1,0,2020,-1,-1.1,-1.7,0.99,null,null,null,0,7,Top,null,null,,,455117,,null,-5.810610707,-115.8775208,-1.536211614,-7.422146177,23.91568059,-41.78089323,3.03,1.35,null,null,null,78.9,3015,6,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.5,null,null,null,null,null,null,null,45,2,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,9/17/20,79.4,1.69,5.81,Framber Valdez,596059,664285,null,ball,,,,,13,null,R,L,L,HOU,TEX,B,null,null,0,0,2020,-1,-1.2,-0.97,1.33,null,null,null,0,7,Top,null,null,,,455117,,null,-3.993937476,-115.6023555,-0.759517975,-7.801896698,23.09328745,-42.98780286,3.02,1.38,null,null,null,78.8,2941,6,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.53,null,null,null,null,null,null,null,45,1,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,9/17/20,79.5,1.69,5.76,Framber Valdez,608336,664285,field_out,hit_into_play,,,,,9,"Joey Gallo grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.  ",R,L,L,HOU,TEX,X,6,ground_ball,0,0,2020,-1.2,-1.1,0.37,2.04,null,null,null,2,6,Top,132.88,147.66,,,455117,,null,-0.659177196,-115.6762881,0.774353846,-10.50232193,23.55447903,-42.65982705,3.58,1.68,8,63.9,-17,78.5,2971,5.8,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.73,0.079,0.071,0,1,0,0,2,41,1,Curveball,2,0,0,2,0,2,0,2,Infield shift,Strategic
CU,9/17/20,82.2,1.55,5.78,Framber Valdez,669256,664285,strikeout,swinging_strike,,,,,13,Nick Solak strikes out swinging.  ,R,R,L,HOU,TEX,S,2,null,1,2,2020,-1.3,-1.2,-0.18,1.13,null,null,null,1,6,Top,null,null,,,455117,,null,-1.377423113,-119.7064135,-1.701586453,-12.14437899,26.05078875,-43.04950326,3.34,1.56,null,null,null,81.6,3126,6.1,631435,664285,455117,493329,514888,608324,621043,663656,543807,502210,54.4,null,null,0,1,0,0,null,40,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard
