pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,9/27/20,79.2,-0.82,5.8,Luis Garcia,518618,677651,hit_by_pitch,hit_by_pitch,,,,,14,Derek Dietrich hit by pitch.  ,R,L,R,TEX,HOU,B,null,null,1,0,2020,0.9,-1.2,2,2.08,608597,660731,null,2,8,Bot,null,null,,,572863,,null,4.421243385,-115.1832434,0.908841922,7.168625396,24.54245068,-42.80777034,3.35,1.55,9,null,null,78.4,2502,6.1,630915,677651,572863,493329,649557,608324,608686,663656,664702,502210,54.41,null,null,0.7,1,0,0,null,75,2,Curveball,8,4,8,4,4,8,8,4,Standard,Standard
CU,9/27/20,80.7,-0.85,6.48,Nivaldo Rodriguez,660731,670550,null,ball,,,,,11,null,R,L,R,TEX,HOU,B,null,null,2,2,2020,0.8,-0.7,-0.77,5.23,null,608597,null,0,8,Bot,null,null,,,572863,,null,-1.294979757,-117.387338,5.026562757,7.574303491,21.50054169,-39.5207217,3.38,1.58,null,null,null,79.7,2541,5.5,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.95,null,null,null,null,null,null,null,72,5,Curveball,8,4,8,4,4,8,8,4,Standard,Standard
CU,9/27/20,80.1,-0.83,6.29,Nivaldo Rodriguez,660731,670550,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.8,-0.9,1.39,0.52,null,null,608597,0,8,Bot,null,null,,,572863,,null,3.337162579,-116.6695519,-4.30260093,6.783838015,22.37011551,-39.83215469,3.4,1.65,null,null,null,79.4,2636,5.8,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.69,null,null,null,null,null,null,null,72,1,Curveball,8,4,8,4,4,8,8,4,Standard,Standard
CU,9/27/20,79.2,-0.7,6.42,Nivaldo Rodriguez,608597,670550,null,ball,,,,,11,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.6,-0.4,-1.48,4.13,null,null,null,0,8,Bot,null,null,,,572863,,null,-2.720613206,-115.2539388,2.498710907,5.605845179,20.93207036,-36.73156156,3.61,1.71,null,null,null,77.9,2514,5.3,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,55.19,null,null,null,null,null,null,null,71,1,Curveball,8,4,8,4,4,8,8,4,Strategic,Standard
CU,9/27/20,81.3,-0.8,6.4,Nivaldo Rodriguez,608336,670550,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.5,-0.6,0.83,1.14,null,null,518618,0,7,Bot,null,null,,,572863,,null,2.682896571,-118.4243208,-4.03099241,4.049182047,23.81087569,-37.05722081,3.49,1.65,null,null,null,80.4,2703,5.7,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.75,null,null,null,null,null,null,null,62,1,Curveball,8,3,8,3,3,8,8,3,Infield shift,Strategic
CU,9/27/20,82,-0.8,6.42,Nivaldo Rodriguez,641432,670550,strikeout,called_strike,,,,,1,Willie Calhoun called out on strikes.  ,R,L,R,TEX,HOU,S,2,null,2,2,2020,0.6,-0.5,-0.75,2.85,null,null,null,2,6,Bot,null,null,,,572863,,null,-1.039128741,-119.5766281,-0.615919587,6.063775897,21.31674821,-37.25418026,3.2,1.56,null,null,null,81.5,2472,5.7,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.83,null,null,0,1,0,0,null,56,6,Curveball,7,3,7,3,3,7,7,3,Infield shift,Standard
CU,9/27/20,82.9,-0.93,6.34,Nivaldo Rodriguez,596059,670550,home_run,hit_into_play_score,,,,,2,Rougned Odor homers (10) on a fly ball to center field.  ,R,L,R,TEX,HOU,X,null,fly_ball,1,2,2020,0.7,-0.6,-0.23,2.57,null,null,null,2,5,Bot,160.13,25.06,,,572863,,null,0.146490589,-120.844843,-1.064818498,7.215988226,23.4665381,-37.75324369,3.03,1.39,418,101.2,27,82,2619,5.6,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.91,0.757,1.254,2,1,0,3,6,48,5,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,83.3,-0.69,6.42,Nivaldo Rodriguez,596059,670550,null,foul,,,,,3,null,R,L,R,TEX,HOU,S,null,null,0,2,2020,0.7,-0.6,0.79,2.83,null,null,null,2,5,Bot,null,null,,,572863,,null,2.018784269,-121.3521393,-0.721695629,6.46260367,23.56844746,-37.80113938,3.03,1.39,113,65,77,82.6,2605,5.7,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.75,null,null,null,null,null,null,null,48,3,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,83.1,-0.79,6.41,Nivaldo Rodriguez,596059,670550,null,foul,,,,,3,null,R,L,R,TEX,HOU,S,null,null,0,1,2020,0.4,-0.6,0.65,2.74,null,null,null,2,5,Bot,null,null,,,572863,,null,2.420797399,-121.120993,-0.878328617,3.802473501,23.42100826,-37.76926028,3.03,1.39,null,null,null,82.4,2600,5.7,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.79,null,null,null,null,null,null,null,48,2,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,82.3,-0.94,6.4,Nivaldo Rodriguez,596059,670550,null,called_strike,,,,,2,null,R,L,R,TEX,HOU,S,null,null,0,0,2020,0.5,-0.4,-0.09,3.25,null,null,null,2,5,Bot,null,null,,,572863,,null,0.931857687,-119.8373016,0.207404768,4.747129442,23.27149843,-36.67114355,3.23,1.5,null,null,null,81.3,2624,5.6,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.91,null,null,null,null,null,null,null,48,1,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,83.3,-0.85,6.38,Nivaldo Rodriguez,608336,670550,strikeout,called_strike,,,,,5,Joey Gallo called out on strikes.  ,R,L,R,TEX,HOU,S,2,null,0,2,2020,0.2,-0.6,-0.19,2.61,null,null,null,0,5,Bot,null,null,,,572863,,null,1.128636248,-121.3606264,-1.081489137,1.644955695,24.9844605,-37.76506106,3.46,1.6,null,null,null,82.3,2655,5.6,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.86,null,null,0,1,0,0,null,46,3,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,82.1,-0.9,6.43,Nivaldo Rodriguez,608336,670550,null,swinging_strike,,,,,8,null,R,L,R,TEX,HOU,S,null,null,0,1,2020,0.1,-0.4,0.06,1.89,null,null,null,0,5,Bot,null,null,,,572863,,null,2.035783384,-119.5676656,-2.938655048,0.160099676,23.67704585,-35.63196377,3.42,1.65,null,null,null,81,2640,5.6,630915,670550,572863,493329,649557,608324,608686,663656,664702,502210,54.94,null,null,null,null,null,null,null,46,2,Curveball,6,3,6,3,3,6,6,3,Infield shift,Strategic
CU,9/27/20,81.6,-0.8,6.3,Nivaldo Rodriguez,665750,670550,null,blocked_ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,1,0,2020,0.6,-0.6,1.52,0.72,669087,660731,641432,2,4,Bot,null,null,,,572863,,null,4.082772248,-118.7875774,-4.784178067,4.620601216,22.72548693,-37.13330515,3.46,1.76,null,null,null,81,2767,5.9,630915,670550,572863,493329,514888,608324,621043,649557,664702,502210,54.64,null,null,null,null,null,null,null,40,2,Curveball,4,3,4,3,3,4,4,3,Infield shift,Strategic
CU,9/27/20,83.3,-1.05,6.26,Nivaldo Rodriguez,665750,670550,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.4,-0.7,1.2,0.99,669087,660731,641432,2,4,Bot,null,null,,,572863,,null,4.43973312,-121.2782461,-4.304826002,2.613671771,23.44052904,-38.2577741,3.53,1.72,null,null,null,82.7,2715,5.8,630915,670550,572863,493329,514888,608324,621043,649557,664702,502210,54.67,null,null,null,null,null,null,null,40,1,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,76.7,-1.65,6.08,Chase De Jong,641432,608328,walk,ball,,,,,11,Willie Calhoun walks.  ,R,L,R,TEX,HOU,B,null,null,3,2,2020,0.7,-1,-0.35,3.35,669087,660731,null,2,4,Bot,null,null,,,572863,,null,1.395964128,-111.629144,3.038841601,5.921874041,19.72879322,-41.68460845,3.2,1.49,17,null,null,75.7,2453,5.5,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.97,null,null,0.7,1,0,0,null,39,7,Curveball,4,3,4,3,3,4,4,3,Infield shift,Strategic
CU,9/27/20,80.1,-1.64,6.05,Chase De Jong,641432,608328,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,2,2,2020,0.5,-1,0.17,1.1,669087,null,660731,2,4,Bot,null,null,,,572863,,null,3.04042372,-116.674971,-2.275290415,3.783361234,22.30423063,-41.34945156,3.21,1.56,null,null,null,79.1,2552,5.6,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.91,null,null,null,null,null,null,null,39,5,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,79,-1.66,6.08,Chase De Jong,641432,608328,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.5,-0.7,1.56,1.49,669087,null,660731,2,4,Bot,null,null,,,572863,,null,6.049996976,-114.8420276,-1.819368103,2.999561382,22.41140132,-38.22017652,3.21,1.53,null,null,null,77.8,2548,5.6,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.92,null,null,null,null,null,null,null,39,1,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,76.3,-1.63,6.07,Chase De Jong,660731,608328,null,blocked_ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.7,-1.1,0.46,0.95,null,null,669087,2,4,Bot,null,null,,,572863,,null,3.067214541,-111.0103245,-1.612563368,5.284079925,22.09465655,-41.38744849,3.39,1.61,null,null,null,75.1,2536,5.7,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.8,null,null,null,null,null,null,null,38,1,Curveball,4,3,4,3,3,4,4,3,Standard,Standard
CU,9/27/20,76.9,-1.54,6.07,Chase De Jong,608597,608328,strikeout,swinging_strike,,,,,13,Ronald Guzman strikes out swinging.  ,R,L,R,TEX,HOU,S,2,null,3,2,2020,0.6,-1.1,-0.45,1.47,null,null,669087,1,4,Bot,null,null,,,572863,,null,1.151050417,-111.8967895,-0.778704914,5.036123843,22.14153244,-41.18027856,3.52,1.71,null,null,null,75.6,2636,5.6,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.91,null,null,0,1,0,0,null,37,8,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,76.7,-1.51,6.19,Chase De Jong,608597,608328,null,ball,,,,,13,null,R,L,R,TEX,HOU,B,null,null,2,2,2020,0.6,-1,-1.1,1.42,null,null,669087,1,4,Bot,null,null,,,572863,,null,-0.139940226,-111.6990957,-1.281965223,4.694710772,21.55120876,-40.28620483,3.53,1.7,null,null,null,75.5,2598,5.5,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.97,null,null,null,null,null,null,null,37,6,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,77.1,-1.58,6.19,Chase De Jong,608597,608328,null,blocked_ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,1,2,2020,0.7,-1.1,0.69,-0.01,null,null,669087,1,4,Bot,null,null,,,572863,,null,3.50296957,-112.1251715,-4.022283377,5.144726251,23.36724483,-40.84916114,3.69,1.74,null,null,null,75.6,2668,5.6,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.93,null,null,null,null,null,null,null,37,4,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,75.7,-1.61,6.04,Chase De Jong,608597,608328,null,called_strike,,,,,13,null,R,L,R,TEX,HOU,S,null,null,1,1,2020,0.5,-0.8,-1.13,2.48,null,null,669087,1,4,Bot,null,null,,,572863,,null,0.146222205,-110.1890182,1.07601349,3.7986412,20.64592976,-39.04803179,3.61,1.74,null,null,null,74.3,2509,5.3,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,55.16,null,null,null,null,null,null,null,37,3,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,75.4,-1.57,6.2,Chase De Jong,608597,608328,null,ball,,,,,13,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.5,-1.1,-1.24,2.43,null,null,669087,1,4,Bot,null,null,,,572863,,null,-0.294412208,-109.7818911,1.38678363,4.437403889,21.83998017,-41.88908768,3.57,1.66,null,null,null,74.3,2574,5.7,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.76,null,null,null,null,null,null,null,37,1,Curveball,4,3,4,3,3,4,4,3,Infield shift,Standard
CU,9/27/20,76.4,-1.55,6.1,Chase De Jong,596059,608328,null,foul,,,,,7,null,R,L,R,TEX,HOU,S,null,null,0,1,2020,0.5,-1.2,-0.37,1.77,608336,null,669256,1,4,Bot,null,null,,,572863,,null,1.518164957,-111.2440684,0.12389249,4.049490988,22.7867071,-42.20368594,3.03,1.39,10,82.5,-13,74.9,2613,5.5,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,55.02,null,null,null,null,null,null,null,35,2,Curveball,1,3,1,3,3,1,1,3,Infield shift,Strategic
CU,9/27/20,76.6,-1.59,6.16,Chase De Jong,596059,608328,null,swinging_strike,,,,,8,null,R,L,R,TEX,HOU,S,null,null,0,0,2020,0.6,-0.9,-0.15,1.57,608336,null,669256,1,4,Bot,null,null,,,572863,,null,1.952953113,-111.4927689,-0.996932894,4.431038162,22.88088043,-39.49815069,3.03,1.39,null,null,null,75,2509,5.4,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,55.07,null,null,null,null,null,null,null,35,1,Curveball,1,3,1,3,3,1,1,3,Infield shift,Strategic
CU,9/27/20,77.8,-1.79,6.17,Chase De Jong,608336,608328,single,hit_into_play_no_out,,,,,7,Joey Gallo singles on a fly ball to left fielder Aledmys Diaz.  ,R,L,R,TEX,HOU,X,7,fly_ball,0,1,2020,0.7,-0.7,-0.7,1.95,null,null,null,1,4,Bot,94.99,92.8,,,572863,,null,0.984720131,-113.3229034,-0.814053542,6.036491766,22.21566383,-38.4074221,3.42,1.65,251,72.3,39,76.3,2630,5.3,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,55.16,0.364,0.35,0.9,1,1,0,3,33,2,Curveball,1,3,1,3,3,1,1,3,Infield shift,Strategic
CU,9/27/20,75.7,-1.9,6.09,Chase De Jong,608336,608328,null,swinging_strike,,,,,14,null,R,L,R,TEX,HOU,S,null,null,0,0,2020,0.6,-1.1,0.31,1.45,null,null,null,1,4,Bot,null,null,,,572863,,null,3.536390603,-110.221449,-0.612174849,3.950770591,21.53682679,-40.97398544,3.42,1.65,null,null,null,74.5,2527,5.6,630915,608328,572863,493329,514888,608324,621043,649557,664702,502210,54.92,null,null,null,null,null,null,null,33,1,Curveball,1,3,1,3,3,1,1,3,Infield shift,Strategic
CU,9/27/20,76.9,-1.92,6.11,Chase De Jong,665750,608328,strikeout,foul_tip,,,,,13,Leody Taveras strikes out on a foul tip.  ,R,L,R,TEX,HOU,S,2,null,0,2,2020,0.6,-1.1,-0.25,1.57,null,null,null,2,3,Bot,null,null,,,572863,,null,2.41561313,-111.9512319,-0.604362674,4.520292673,21.83249457,-41.52341651,3.44,1.69,null,null,null,75.6,2547,5.5,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,54.99,null,null,0,1,0,0,null,26,3,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,9/27/20,75.5,-1.77,6.22,Chase De Jong,665750,608328,null,called_strike,,,,,8,null,R,L,R,TEX,HOU,S,null,null,0,0,2020,0.6,-1,0.12,1.96,null,null,null,2,3,Bot,null,null,,,572863,,null,2.791810286,-109.8865348,0.098262611,4.421972827,20.29805416,-40.7501372,3.44,1.69,null,null,null,74.3,2484,5.5,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.02,null,null,null,null,null,null,null,26,1,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,9/27/20,76.3,-1.91,6.23,Chase De Jong,641432,608328,null,ball,,,,,13,null,R,L,R,TEX,HOU,B,null,null,1,0,2020,0.8,-0.9,-1.26,1.49,null,null,null,1,3,Bot,null,null,,,572863,,null,-0.029130728,-111.1499267,-1.26636312,6.424007744,20.9103022,-39.71857497,3.12,1.41,null,null,null,75,2591,5.4,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.14,null,null,null,null,null,null,null,25,2,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,9/27/20,78.1,-1.93,6.17,Chase De Jong,660731,608328,strikeout,called_strike,,,,,14,Anderson Tejeda called out on strikes.  ,R,L,R,TEX,HOU,S,2,null,1,2,2020,0.5,-1.1,0.87,2.1,null,null,null,0,3,Bot,null,null,,,572863,,null,5.02827207,-113.6126522,0.142462833,3.372558202,22.0239404,-41.77285904,3.39,1.62,null,null,null,76.9,2567,5.6,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,54.9,null,null,0,1,0,0,null,24,4,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
CU,9/27/20,79.5,-1.61,6.11,Chase De Jong,608597,608328,strikeout,swinging_strike,,,,,14,Ronald Guzman strikes out swinging.  ,R,L,R,TEX,HOU,S,2,null,0,2,2020,0.6,-1,0.71,0.88,null,null,669087,2,2,Bot,null,null,,,572863,,null,3.99855958,-115.6461129,-2.792736912,4.20385331,22.73962376,-40.69072773,3.52,1.71,null,null,null,78.6,2626,5.8,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,54.72,null,null,0,1,0,0,null,18,3,Curveball,1,1,1,1,1,1,1,1,Infield shift,Standard
CU,9/27/20,77.5,-1.68,6.14,Chase De Jong,669087,608328,single,hit_into_play_score,,,,,4,Sam Huff singles on a sharp line drive to left fielder Aledmys Diaz.   Joey Gallo scores.  ,R,R,R,TEX,HOU,X,7,line_drive,2,2,2020,0.6,-0.8,-0.36,2.92,null,608336,null,2,2,Bot,70.77,109.89,,,572863,,null,1.64451883,-112.7397646,1.542468667,5.010352917,22.22351529,-39.5872837,3.55,1.67,159,100.6,10,76.3,2592,5.6,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,54.87,0.779,0.701,0.9,1,1,0,4,17,5,Curveball,0,1,0,1,1,0,0,1,Standard,Standard
CU,9/27/20,79.1,-1.7,6.18,Chase De Jong,596059,608328,strikeout,swinging_strike,,,,,14,Rougned Odor strikes out swinging.  ,R,L,R,TEX,HOU,S,2,null,2,2,2020,0.5,-1,0.18,1.03,null,608336,null,1,2,Bot,null,null,,,572863,,null,3.055679394,-115.0229757,-2.46095166,3.896957764,25.28005674,-40.48989632,3.03,1.39,null,null,null,76.9,2644,5.2,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.3,null,null,0,1,0,0,null,16,5,Curveball,0,1,0,1,1,0,0,1,Infield shift,Strategic
CU,9/27/20,77.3,-1.64,6.1,Chase De Jong,596059,608328,null,swinging_strike,,,,,13,null,R,L,R,TEX,HOU,S,null,null,2,1,2020,0.7,-1,-1.26,0.91,null,608336,null,1,2,Bot,null,null,,,572863,,null,-0.483335518,-112.4774091,-2.13784754,6.093047334,24.02313241,-40.37947471,3.03,1.39,null,null,null,76,2603,5.8,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,54.72,null,null,null,null,null,null,null,16,4,Curveball,0,1,0,1,1,0,0,1,Infield shift,Strategic
CU,9/27/20,76.7,-1.9,6.25,Chase De Jong,608336,608328,null,ball,,,,,11,null,R,L,R,TEX,HOU,B,null,null,1,1,2020,0.5,-1.3,-1.54,2.88,null,null,null,0,2,Bot,null,null,,,572863,,null,-0.043181559,-111.603859,2.322280936,3.734344405,22.9990728,-43.84740147,3.38,1.67,null,null,null,75,2629,5.4,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.14,null,null,null,null,null,null,null,14,3,Curveball,0,1,0,1,1,0,0,1,Infield shift,Strategic
CU,9/27/20,76.4,-1.99,6.2,Chase De Jong,608336,608328,null,swinging_strike,,,,,13,null,R,L,R,TEX,HOU,S,null,null,1,0,2020,0.6,-1.3,-0.46,1.48,null,null,null,0,2,Bot,null,null,,,572863,,null,2.099347675,-111.1617124,-0.412815624,4.481562401,23.38721583,-43.2132145,3.42,1.65,null,null,null,74.7,2634,5.4,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.06,null,null,null,null,null,null,null,14,2,Curveball,0,1,0,1,1,0,0,1,Infield shift,Strategic
CU,9/27/20,77.7,-1.72,6.3,Chase De Jong,665750,608328,null,ball,,,,,11,null,R,L,R,TEX,HOU,B,null,null,1,2,2020,0.8,-1.1,-1.19,3.73,null,null,641432,0,1,Bot,null,null,,,572863,,null,-0.300653989,-113.048928,3.483160421,6.693973941,22.4765484,-42.85276194,3.44,1.73,null,null,null,76.1,2656,5.4,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.14,null,null,null,null,null,null,null,6,4,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard
CU,9/27/20,75.2,-1.62,6.25,Chase De Jong,665750,608328,null,ball,,,,,13,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.8,-0.9,-1.52,1.81,null,null,641432,0,1,Bot,null,null,,,572863,,null,-1.15671766,-109.4512919,-0.373492078,6.416036181,21.78504908,-39.57778569,3.44,1.67,null,null,null,73.7,2642,5.5,630915,608328,572863,493329,514888,608324,621043,649557,543807,502210,55.03,null,null,null,null,null,null,null,6,1,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard
CU,9/26/20,79.1,-1.31,6.31,Cy Sneed,665750,605482,field_out,hit_into_play,,,,,14,Leody Taveras flies out to center fielder Myles Straw.  ,R,L,R,TEX,HOU,X,8,fly_ball,0,0,2020,0.6,-1,0.83,1.44,null,null,null,2,8,Bot,146.26,38.94,,,572863,,null,3.593651533,-115.0914446,-1.895909737,4.321687862,23.16773293,-40.86541225,3.44,1.69,381,95,31,78.9,2509,6.4,630914,605482,572863,649557,514888,608324,608686,663656,664702,502210,54.15,0.186,0.286,0,1,0,0,5,69,1,Curveball,6,1,6,1,1,6,6,1,Infield shift,Standard
CU,9/26/20,79.1,-1.39,6.32,Cy Sneed,608597,605482,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,1,1,2020,0.5,-1,0.84,-0.26,null,null,null,0,8,Bot,null,null,,,572863,,null,3.898631958,-115.0831785,-5.687723851,3.726599606,23.69377821,-39.72497394,3.52,1.69,null,null,null,78.7,2571,6.3,630914,605482,572863,649557,514888,608324,608686,663656,664702,502210,54.23,null,null,null,null,null,null,null,67,3,Curveball,6,1,6,1,1,6,6,1,Standard,Standard
CU,9/26/20,76,-1.42,6.28,Cy Sneed,608597,605482,null,called_strike,,,,,14,null,R,L,R,TEX,HOU,S,null,null,1,0,2020,0.7,-1.1,0.93,1.88,null,null,null,0,8,Bot,null,null,,,572863,,null,3.551058952,-110.6117475,-0.110441571,5.297694637,22.35368611,-41.3082861,3.41,1.65,null,null,null,74.8,2650,5.7,630914,605482,572863,649557,514888,608324,608686,663656,664702,502210,54.8,null,null,null,null,null,null,null,67,2,Curveball,6,1,6,1,1,6,6,1,Standard,Standard
CU,9/26/20,78.8,-1.81,6.28,Brandon Bielak,608597,656232,null,blocked_ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.4,-0.9,1.72,0.95,null,null,660731,0,7,Bot,null,null,,,572863,,null,6.884339099,-114.5173221,-3.033638456,1.814624206,21.58812372,-39.75582132,3.52,1.81,null,null,null,77.3,2033,5.4,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,55.14,null,null,null,null,null,null,null,55,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,9/26/20,80.3,-1.87,6.27,Brandon Bielak,596059,656232,null,blocked_ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,2,1,2020,0.5,-1.1,1.15,0.9,608336,669256,null,2,6,Bot,null,null,,,572863,,null,5.728369831,-116.8149928,-2.991914536,3.143302259,23.53118901,-42.10684096,3.21,1.51,null,null,null,79.3,2341,5.8,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,54.73,null,null,null,null,null,null,null,49,4,Curveball,1,0,1,0,0,1,1,0,Infield shift,Strategic
CU,9/26/20,78.8,-1.87,6.3,Brandon Bielak,596059,656232,null,ball,,,,,2,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.6,-1.2,-0.09,3.29,608336,null,669256,2,6,Bot,null,null,,,572863,,null,2.73106196,-114.7745898,2.406793521,4.85676052,21.29913158,-43.16675725,3.29,1.44,null,null,null,77.9,2264,5.6,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,54.88,null,null,null,null,null,null,null,49,1,Curveball,1,0,1,0,0,1,1,0,Infield shift,Strategic
CU,9/26/20,80.9,-1.66,6.26,Brandon Bielak,641432,656232,null,ball,,,,,14,null,R,L,R,TEX,HOU,B,null,null,0,0,2020,0.7,-1,0.52,0.4,null,null,null,1,6,Bot,null,null,,,572863,,null,3.483597552,-117.7312032,-4.489937617,5.823996895,23.3385659,-40.61932219,3.2,1.57,null,null,null,79.9,2381,5.7,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,54.8,null,null,null,null,null,null,null,45,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/26/20,79.6,-1.72,6.31,Brandon Bielak,665750,656232,strikeout,called_strike,,,,,2,Leody Taveras called out on strikes.  ,R,L,R,TEX,HOU,S,2,null,2,2,2020,0.6,-1.3,0.02,3.28,null,null,null,0,6,Bot,null,null,,,572863,,null,2.591905113,-115.8048057,2.493170287,5.294040418,23.04093675,-44.22381558,3.4,1.53,null,null,null,78.7,2367,5.8,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,54.69,null,null,0,1,0,0,null,44,7,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/26/20,79.5,-1.72,6.37,Brandon Bielak,665750,656232,null,called_strike,,,,,9,null,R,L,R,TEX,HOU,S,null,null,1,0,2020,0.3,-1.2,0.35,1.51,null,null,null,0,6,Bot,null,null,,,572863,,null,3.870748235,-115.7153208,-1.634697989,2.165940269,23.2865567,-42.60894243,3.44,1.55,null,null,null,78.3,2468,5.6,630914,656232,572863,649557,514888,608324,608686,663656,664702,502210,54.91,null,null,null,null,null,null,null,44,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
